ASN	Count seen in last 28 days	Address	Also saw both TAs	Spamhaus PBL status
#Generated at 20180807070225	#	#	#	#
4808	1	114.242.249.172	False	True
4808	1	61.135.23.120	False	False
4808	1	114.242.249.153	False	True
4808	1	123.127.234.13	False	False
4812	18	180.163.194.16	False	False
4812	16	180.163.194.15	False	False
4812	12	180.163.155.80	False	False
4812	12	180.168.167.62	False	False
4812	10	222.73.70.229	True	False
4812	10	180.163.155.82	False	False
4812	6	61.129.42.6	False	False
4812	4	180.166.101.2	True	False
4812	4	116.231.37.99	False	True
4812	3	180.159.217.67	False	False
4812	3	180.163.194.13	False	False
4812	2	180.153.232.13	False	False
4812	1	101.85.94.162	False	True
4812	1	180.155.57.5	False	False
4812	1	180.174.242.248	False	True
4812	1	180.164.192.140	False	True
4818	2	115.164.0.222	False	True
4826	14	175.45.109.12	False	False
4837	28	123.129.192.13	False	True
4837	28	60.215.138.26	True	True
4837	28	60.215.138.34	True	True
4837	27	60.215.138.10	True	True
4837	27	60.215.138.18	True	True
4837	27	123.129.192.21	True	True
4837	27	123.129.192.25	True	True
4837	27	123.129.192.33	False	True
4837	24	202.102.224.250	True	False
4837	24	61.163.252.18	False	True
4837	23	101.207.135.76	True	False
4837	23	202.102.224.251	False	False
4837	22	61.163.252.19	False	True
4837	21	60.215.138.165	True	True
4837	20	60.215.138.166	True	True
4837	19	60.215.138.171	True	True
4837	19	60.215.138.164	True	True
4837	18	202.99.69.243	False	False
4837	18	60.215.138.161	True	True
4837	18	60.212.188.114	True	True
4837	17	60.215.138.162	True	True
4837	17	60.215.138.245	True	True
4837	17	221.7.138.106	False	True
4837	17	218.7.7.46	False	False
4837	16	60.215.138.229	True	True
4837	16	60.215.138.160	False	True
4837	16	60.215.138.170	True	True
4837	16	202.99.69.84	False	False
4837	15	58.240.57.50	True	False
4837	15	58.22.97.54	True	False
4837	15	60.215.138.244	True	True
4837	15	202.99.69.246	False	False
4837	15	221.7.138.102	False	True
4837	15	60.215.138.163	True	True
4837	15	60.215.138.169	True	True
4837	14	202.99.96.245	True	False
4837	14	202.99.96.246	False	False
4837	14	202.99.69.36	False	False
4837	14	202.99.69.244	False	False
4837	14	202.99.69.50	False	False
4837	14	202.107.73.126	True	False
4837	13	112.80.7.6	True	True
4837	13	202.102.224.235	True	False
4837	13	202.99.96.84	False	False
4837	13	202.99.104.122	False	False
4837	13	202.107.73.82	True	False
4837	12	202.99.69.35	False	False
4837	12	221.7.138.110	False	True
4837	12	42.236.11.25	False	True
4837	12	202.99.96.53	False	False
4837	12	221.7.138.98	False	True
4837	12	119.39.244.186	False	False
4837	11	202.99.69.51	False	False
4837	11	221.7.138.30	False	True
4837	11	202.99.216.101	False	False
4837	11	202.107.72.90	True	False
4837	11	42.236.11.26	False	True
4837	11	58.240.56.42	True	False
4837	11	58.240.56.94	True	False
4837	10	202.99.96.50	True	False
4837	10	202.99.96.51	False	False
4837	10	202.102.224.242	False	False
4837	10	61.163.252.11	False	True
4837	10	61.163.252.10	False	True
4837	10	60.215.138.168	True	True
4837	10	124.167.5.181	False	True
4837	10	202.97.131.166	False	False
4837	10	202.99.96.38	False	False
4837	10	202.98.22.204	False	False
4837	10	42.236.21.153	False	True
4837	9	202.102.224.243	True	False
4837	9	202.102.224.234	False	False
4837	9	221.204.186.218	False	True
4837	9	202.99.96.82	False	False
4837	9	202.98.22.206	False	False
4837	9	58.240.56.106	True	False
4837	9	202.107.72.94	False	False
4837	9	202.98.22.207	False	False
4837	9	61.163.252.138	False	True
4837	8	202.99.96.83	False	False
4837	8	221.3.136.37	True	False
4837	8	61.163.252.146	False	True
4837	8	221.8.223.44	False	True
4837	8	221.8.223.46	False	True
4837	8	222.162.131.232	False	True
4837	8	221.8.223.50	False	True
4837	7	124.160.12.77	True	False
4837	7	221.204.186.215	False	True
4837	7	202.98.22.203	True	False
4837	7	202.98.22.201	False	False
4837	7	221.8.223.47	False	True
4837	7	202.107.73.86	False	False
4837	7	124.160.12.76	True	False
4837	7	221.3.136.36	False	False
4837	7	58.240.56.54	True	False
4837	6	218.61.106.10	False	True
4837	6	202.99.216.103	False	False
4837	6	58.240.49.10	True	False
4837	6	122.136.32.137	False	True
4837	6	221.3.136.55	False	False
4837	6	58.240.56.90	True	False
4837	6	218.61.106.2	False	True
4837	5	202.99.96.36	True	False
4837	5	202.99.69.52	False	False
4837	5	58.22.97.186	False	False
4837	5	58.240.56.98	True	False
4837	5	221.192.21.34	True	True
4837	5	101.23.255.194	False	True
4837	5	221.192.21.18	True	True
4837	5	61.163.252.46	False	True
4837	5	218.24.239.94	False	False
4837	5	221.204.186.216	False	True
4837	5	122.136.32.136	False	True
4837	4	221.192.21.30	True	True
4837	4	221.12.49.105	True	False
4837	4	202.102.227.102	False	False
4837	4	221.203.16.194	False	True
4837	4	119.39.21.210	True	True
4837	3	221.9.167.119	False	True
4837	3	61.163.252.42	False	True
4837	3	220.197.176.238	False	False
4837	3	58.20.159.166	False	True
4837	3	112.80.7.18	False	True
4837	3	218.29.67.242	False	True
4837	2	153.3.231.218	False	False
4837	2	119.165.108.79	False	True
4837	2	218.7.80.18	False	False
4837	2	58.20.19.9	False	True
4837	2	153.3.231.215	False	False
4837	2	221.204.49.5	False	True
4837	2	101.23.255.202	False	True
4837	2	121.30.224.66	False	True
4837	1	218.11.142.1	False	True
4837	1	42.5.249.220	False	True
4837	1	221.7.8.70	False	False
4837	1	119.48.207.252	False	True
4837	1	124.166.232.100	False	True
4837	1	120.11.47.51	True	True
4837	1	222.161.71.57	False	True
4837	1	39.80.51.212	False	True
4837	1	211.91.146.44	False	True
4837	1	211.91.146.43	False	True
4837	1	60.13.12.85	False	True
4837	1	175.167.128.32	False	True
4837	1	121.31.250.160	False	True
4837	1	124.95.189.7	False	False
4837	1	182.88.134.52	False	True
4837	1	58.243.250.235	False	True
4837	1	58.16.150.102	False	True
4837	1	112.224.17.157	False	True
4837	1	123.129.113.53	False	True
4837	1	123.4.53.7	False	True
4837	1	118.212.209.40	False	True
4837	1	60.222.130.234	False	True
4837	1	58.20.250.160	False	True
4837	1	118.212.209.48	False	True
4837	1	182.112.165.132	False	True
4837	1	218.29.48.92	False	True
4837	1	182.89.63.233	False	True
4837	1	218.7.80.26	False	False
4837	1	61.158.146.244	False	False
4837	1	153.3.231.217	False	False
4837	1	221.204.49.7	False	True
4837	1	58.243.250.65	False	True
4837	1	124.166.134.160	False	True
4847	27	106.120.89.195	True	False
4847	27	106.120.89.196	True	False
4847	27	106.120.89.194	True	False
4847	27	106.120.89.202	True	False
4847	27	219.141.176.11	True	False
4847	24	106.120.89.203	True	False
4847	23	219.141.176.12	True	False
4847	21	106.120.89.204	True	False
4847	20	36.110.90.210	False	False
4847	19	1.202.141.4	False	False
4847	18	219.141.176.27	True	False
4847	16	219.141.176.10	True	False
4847	16	219.141.176.18	True	False
4847	15	219.141.176.28	True	False
4847	15	219.141.176.26	True	False
4847	14	219.141.176.2	True	False
4847	14	219.141.176.20	True	False
4847	13	219.141.176.19	True	False
4847	11	106.120.89.212	True	False
4847	10	106.120.89.220	True	False
4847	10	106.120.89.211	True	False
4847	8	106.120.89.218	True	False
4847	7	106.120.89.219	True	False
4847	7	106.120.89.210	True	False
4922	3	184.170.80.49	True	False
5009	3	64.56.27.106	True	False
5080	6	192.251.61.151	False	False
5080	5	192.251.61.150	False	False
5089	24	81.111.170.209	True	True
5089	19	86.4.60.203	False	True
5089	18	86.9.91.114	False	True
5089	17	82.5.179.45	True	True
5089	17	80.2.112.220	True	True
5089	16	62.255.117.2	False	False
5089	14	77.96.130.233	False	True
5089	13	82.45.52.227	True	False
5089	11	62.252.178.122	False	False
5089	9	82.11.185.47	False	True
5089	8	92.238.211.166	False	True
5089	8	77.102.14.211	False	False
5089	8	86.18.207.145	False	False
5089	8	77.103.181.48	False	False
5089	7	81.107.159.203	False	True
5089	7	82.5.150.31	False	True
5089	7	82.37.249.133	False	True
5089	6	81.109.4.141	False	False
5089	5	82.15.153.226	False	True
5089	5	86.28.142.185	False	True
5089	4	82.12.185.19	False	True
5089	4	62.31.89.99	True	False
5089	4	82.7.138.214	True	True
5089	4	82.19.101.180	False	False
5089	4	82.15.64.21	False	True
5089	4	82.14.187.104	False	True
5089	4	81.98.24.123	False	True
5089	3	82.8.161.230	False	True
5089	3	86.31.194.118	False	True
5089	3	82.23.116.188	False	True
5089	3	77.102.228.179	False	False
5089	2	92.238.235.91	False	True
5089	2	81.102.137.51	False	False
5089	2	82.44.86.214	True	True
5089	2	82.17.129.222	False	False
5089	2	86.7.244.243	False	True
5089	1	80.2.21.38	False	False
5089	1	86.22.216.186	True	True
5089	1	81.109.131.86	False	True
5089	1	77.100.17.31	False	False
5089	1	81.111.204.239	False	True
5089	1	92.232.46.82	True	True
5089	1	86.19.29.216	False	False
5089	1	86.8.200.38	False	True
5089	1	80.194.85.244	False	False
5089	1	82.15.154.166	False	True
5091	1	8.21.168.121	False	False
5384	8	31.215.134.241	True	True
5384	8	2.50.12.122	False	True
5384	6	92.97.163.216	False	True
5384	2	86.99.247.226	False	True
5384	2	92.99.57.2	False	True
5384	1	217.165.80.63	False	True
5384	1	31.215.131.165	False	True
5384	1	5.193.15.12	False	False
5384	1	94.57.52.255	False	True
5384	1	92.97.235.224	False	True
5384	1	92.97.69.102	False	True
5384	1	2.51.239.77	False	True
5384	1	2.48.62.151	False	True
5384	1	2.50.55.43	False	True
5384	1	2.50.133.159	False	True
5384	1	92.99.205.144	False	True
5384	1	86.97.34.35	True	True
5384	1	217.164.138.159	False	True
5384	1	217.164.188.174	False	True
5384	1	86.98.123.188	False	False
5384	1	86.99.159.224	False	True
5384	1	217.165.0.133	False	True
5384	1	217.165.83.48	False	True
5384	1	2.48.60.150	False	True
5384	1	92.97.176.84	False	True
5384	1	92.96.208.123	False	True
5384	1	92.98.87.87	False	True
5384	1	2.50.14.61	False	True
5384	1	31.219.97.124	False	False
5384	1	217.165.62.18	False	True
5384	1	94.59.2.225	False	False
5384	1	176.205.139.154	False	True
5384	1	94.57.130.109	False	True
5384	1	94.57.168.100	False	True
5384	1	2.49.75.56	False	True
5384	1	2.51.221.254	False	True
5384	1	92.99.216.207	False	True
5384	1	37.245.180.233	False	True
5384	1	31.219.44.242	False	False
5384	1	92.97.69.129	True	True
5385	1	194.208.49.8	False	False
5390	6	85.148.23.227	False	False
5390	2	194.134.216.72	True	True
5391	9	195.29.247.172	True	False
5391	5	195.29.247.170	True	False
5391	5	195.29.166.117	False	False
5391	4	195.29.149.196	False	False
5391	3	195.29.149.197	False	False
5391	2	31.217.33.98	False	True
5391	1	31.217.33.243	False	True
5391	1	93.143.11.58	False	True
5391	1	93.142.43.132	False	True
5391	1	93.137.121.116	False	True
5391	1	31.217.26.147	False	True
5391	1	78.3.2.187	False	True
5391	1	31.217.26.183	False	True
5391	1	31.217.3.209	False	True
5391	1	31.217.32.23	False	True
5396	1	195.110.158.97	False	False
5410	28	212.195.48.82	True	False
5410	28	212.195.48.83	True	False
5410	28	62.34.202.138	True	True
5410	27	212.195.48.81	True	False
5410	27	62.201.128.150	True	False
5410	27	62.34.202.139	True	True
5410	27	62.201.128.149	True	False
5410	27	62.201.128.148	True	False
5410	27	195.36.155.55	True	True
5410	27	62.34.202.140	True	True
5410	26	195.36.155.45	True	True
5410	19	2001:860:de09:1::d2	False	False
5410	17	2001:860:de09:1::d1	True	False
5410	14	2001:860:de01:1::d4	True	False
5410	14	2001:860:de01:1::d5	True	False
5410	14	2001:860:de01:1::d6	True	False
5410	14	213.44.230.181	False	True
5410	11	176.185.224.6	True	False
5410	8	89.95.106.48	False	False
5410	4	2001:860:de11:1000::d8	True	False
5410	3	176.183.205.97	False	True
5410	2	176.185.49.36	False	False
5413	23	195.147.62.66	False	False
5413	5	194.143.187.86	True	False
5413	4	62.44.74.12	True	False
5413	1	194.153.10.76	False	False
5416	17	193.188.97.211	True	False
5416	9	193.188.97.210	True	False
5416	1	88.201.6.160	False	True
5416	1	217.17.230.83	False	False
5432	25	195.238.25.53	True	False
5432	24	195.238.25.99	True	False
5432	22	195.238.24.114	True	False
5432	22	195.238.25.108	True	False
5432	21	195.238.25.51	True	False
5432	21	195.238.24.111	True	False
5432	21	195.238.25.52	True	False
5432	21	195.238.24.60	True	False
5432	21	195.238.24.115	True	False
5432	21	195.238.25.35	True	False
5432	19	195.238.24.110	True	False
5432	19	195.238.24.59	True	False
5432	18	195.238.25.109	True	False
5432	18	195.238.24.117	True	False
5432	17	195.238.24.116	True	False
5432	12	2a02:a000:3:ff00::c3ee:1962	True	False
5432	12	2a02:a000:3:ff00::c3ee:196c	True	False
5432	6	194.78.95.106	True	False
5432	1	91.177.16.63	False	True
5432	1	83.134.193.110	False	True
5438	1	197.8.14.210	False	True
5466	10	83.71.151.169	True	False
5466	1	86.42.234.235	False	True
5466	1	86.45.148.92	False	True
5470	8	155.207.1.25	False	False
5483	23	84.2.227.134	True	False
5483	21	2001:4c48:2:0:e611:5bff:fe98:27c9	True	False
5483	21	84.2.227.133	True	False
5483	20	84.2.227.135	True	False
5483	15	84.2.227.132	True	False
5483	13	2001:4c48:2:0:3e4a:92ff:fe72:cfc8	True	False
5483	11	2001:4c48:2:0:e611:5bff:fe98:27ef	True	False
5483	6	46.107.42.169	False	False
5483	4	84.3.61.96	False	True
5483	2	145.236.252.34	False	False
5483	1	78.92.58.10	False	True
5483	1	2001:4c48:1:0:e611:5bff:fe98:2805	True	False
5522	3	195.22.175.1	False	False
5522	1	188.69.196.56	False	True
5522	1	188.69.197.187	False	True
5522	1	188.69.215.23	False	True
5538	18	2a02:500:4400:400::2	True	False
5538	18	91.198.156.18	True	False
5563	24	82.193.137.194	True	False
5563	1	82.193.155.226	False	False
5573	8	195.112.224.75	False	False
5573	7	195.112.224.126	True	False
5577	4	94.242.202.77	False	False
5577	3	94.242.228.95	False	False
5577	1	94.242.228.100	False	False
5580	27	88.151.229.121	True	False
5582	9	185.113.32.146	False	False
5582	2	185.113.32.22	False	False
5588	3	193.85.201.195	True	False
5588	2	193.85.201.196	True	False
5588	1	62.77.71.46	False	False
5588	1	193.85.233.46	False	False
5602	26	89.186.72.26	False	False
5602	25	109.168.68.196	False	False
5602	15	77.93.248.246	False	False
5602	11	77.93.248.245	False	False
5603	12	213.250.20.181	False	False
5603	11	2a00:ee0:d::53	True	False
5607	27	151.231.193.70	False	True
5607	17	90.207.224.3	True	False
5607	14	2.126.239.149	False	True
5607	13	90.207.224.78	True	False
5607	12	90.207.224.6	True	False
5607	12	90.207.224.72	True	False
5607	11	90.207.224.68	True	False
5607	11	90.207.224.76	True	False
5607	11	90.207.224.73	True	False
5607	11	90.207.224.26	True	False
5607	11	90.207.224.104	True	False
5607	11	90.207.224.25	False	False
5607	11	90.207.224.94	True	False
5607	11	90.207.224.7	True	False
5607	11	90.207.224.71	True	False
5607	11	90.207.242.11	True	False
5607	10	90.207.224.110	True	False
5607	10	90.207.224.82	True	False
5607	10	90.207.242.13	True	False
5607	10	90.207.224.106	True	False
5607	10	90.207.224.70	True	False
5607	9	90.207.224.123	True	False
5607	9	90.207.242.18	True	False
5607	9	90.207.224.79	True	False
5607	9	90.207.224.124	True	False
5607	8	90.207.224.75	True	False
5607	8	90.207.224.81	True	False
5607	8	5.69.177.190	False	True
5607	8	90.207.242.20	True	False
5607	7	90.207.224.126	True	False
5607	7	90.207.224.103	True	False
5607	7	90.207.242.22	True	False
5607	7	90.207.242.25	True	False
5607	7	90.207.242.27	True	False
5607	6	90.207.224.60	True	False
5607	6	90.207.224.107	True	False
5607	6	90.207.224.100	True	False
5607	6	90.207.224.108	True	False
5607	6	90.207.242.24	True	False
5607	5	90.207.242.14	True	False
5607	5	90.207.242.17	True	False
5607	5	90.207.224.37	True	False
5607	5	90.207.242.12	True	False
5607	5	90.207.224.101	True	False
5607	5	90.207.224.125	True	False
5607	5	90.207.224.61	True	False
5607	5	90.207.224.35	True	False
5607	4	90.207.242.19	True	False
5607	4	90.207.224.42	True	False
5607	3	151.228.130.251	False	True
5607	3	87.81.144.82	False	False
5607	2	176.27.8.235	False	True
5607	2	188.220.11.73	False	False
5607	2	5.71.214.187	False	True
5607	2	94.11.23.172	False	True
5607	1	2.122.30.41	False	True
5607	1	2a02:c7f:3214:eb00:4d2f:1297:972c:c959	False	False
5607	1	151.226.128.147	False	True
5607	1	2a02:c7f:867c:7800:b0cf:d631:d50f:29f3	False	False
5607	1	90.202.178.186	False	True
5607	1	2a02:c7d:c8f:7400:39f8:8e13:ce7a:4d6	False	False
5607	1	90.193.252.149	False	True
5607	1	90.219.151.17	True	False
5607	1	2a02:c7d:bb0e:1900:dd6f:970a:1a38:7643	False	False
5607	1	2a02:c7f:ba75:7900:6465:6fbb:21a8:d436	False	False
5607	1	2a02:c7f:c242:fc00:a041:524e:975f:cec7	False	False
5607	1	94.193.16.223	True	True
5607	1	90.205.51.123	False	True
5607	1	90.212.148.253	False	True
5607	1	2a02:c7d:135:b100:3c24:9ad7:31de:a66b	False	False
5607	1	188.220.96.123	False	False
5607	1	2.223.2.110	False	True
5607	1	151.224.116.137	False	True
5607	1	2a02:c7d:bb88:9000:54df:424e:7b31:763	False	False
5607	1	2a02:c7d:621c:3700:aca1:babd:789c:d542	False	False
5607	1	188.223.187.137	False	False
5607	1	2a02:c7d:1626:a00:7ddb:1573:623e:2be9	False	False
5607	1	2a02:c7d:4aa0:2c00:8165:b1a9:12b6:1818	False	False
5607	1	90.206.22.76	False	True
5607	1	90.192.101.141	False	True
5607	1	2a02:c7f:be36:a800:13a:a3ce:165:ddde	False	False
5610	27	194.228.92.54	True	False
5610	27	194.228.92.50	True	False
5610	27	194.228.92.38	True	False
5610	27	194.228.92.46	True	False
5610	21	194.228.92.58	True	False
5610	20	194.228.92.34	True	False
5610	17	194.228.92.62	True	False
5610	17	194.228.160.58	False	False
5610	17	194.228.160.59	False	False
5610	1	37.188.187.53	False	False
5610	1	37.188.143.189	False	True
5617	28	195.205.180.114	False	False
5617	5	213.76.140.2	True	False
5617	4	213.76.140.6	True	False
5617	3	217.96.30.6	True	False
5617	2	213.77.20.2	True	False
5617	2	37.47.63.127	False	True
5617	2	5.184.196.155	False	True
5617	1	37.47.80.195	False	True
5617	1	217.99.187.219	False	True
5617	1	5.184.11.155	False	True
5617	1	37.47.184.132	False	True
5617	1	217.99.167.153	False	True
5617	1	37.47.82.115	False	True
5617	1	37.47.92.139	False	True
5617	1	5.184.52.115	False	True
5617	1	217.99.168.110	False	True
5617	1	37.47.117.203	False	True
5617	1	83.7.83.114	False	True
5617	1	37.47.108.248	False	True
5639	6	196.3.132.154	True	False
5645	21	76.10.158.68	True	False
5645	18	69.165.172.166	True	False
5645	17	69.165.172.165	True	False
5645	17	69.165.172.164	True	False
5645	17	76.10.158.69	True	False
5645	16	76.10.158.72	True	False
5645	15	2607:f2c0:3:3416::4	True	False
5645	14	2607:f2c0:3:3416::8	True	False
5645	14	2607:f2c0:3:3415::5	True	False
5645	12	2607:f2c0:3:3415::4	True	False
5645	11	2607:f2c0:3:3416::6	True	False
5645	11	2607:f2c0:3:3415::9	True	False
5645	5	69.165.218.4	True	False
5645	3	104.246.174.6	False	False
5645	2	107.179.144.203	False	True
5645	2	198.84.217.220	False	False
5645	1	69.165.218.2	True	False
5645	1	192.0.245.2	False	False
5645	1	2607:f2c0:16:161::3	True	False
5650	23	184.9.150.155	False	False
5650	23	50.43.34.42	False	False
5650	18	47.196.153.22	False	False
5650	18	66.133.150.238	True	False
5650	17	66.133.150.241	True	False
5650	16	47.189.61.35	False	False
5650	16	66.133.150.233	True	False
5650	16	172.102.65.14	True	False
5650	16	50.120.171.242	False	False
5650	16	66.133.150.243	True	False
5650	16	172.102.65.11	True	False
5650	16	66.133.150.239	True	False
5650	16	66.133.150.244	True	False
5650	16	66.133.150.234	True	False
5650	15	66.133.150.235	True	False
5650	14	66.133.150.236	True	False
5650	14	66.133.150.237	True	False
5650	14	172.102.65.13	True	False
5650	13	2001:1960:20:8014::1001	True	False
5650	13	66.133.150.240	True	False
5650	13	172.102.65.9	True	False
5650	12	172.102.65.4	True	False
5650	12	66.133.150.242	True	False
5650	12	172.102.65.15	True	False
5650	11	172.102.65.8	False	False
5650	11	172.102.65.7	True	False
5650	11	2606:4e80:7:60:500::12	False	False
5650	11	172.102.65.10	True	False
5650	11	2606:4e80:7:60:500::21	True	False
5650	11	173.87.35.17	False	False
5650	10	2606:4e80:7:60:500::13	True	False
5650	10	184.16.37.203	True	False
5650	10	2606:4e80:7:60:500::18	False	False
5650	10	2001:1960:20:8014::1005	True	False
5650	9	47.187.3.15	False	False
5650	9	2606:4e80:7:60:500::11	True	False
5650	9	2001:1960:20:4087::1002	True	False
5650	9	2001:1960:20:8014::1011	True	False
5650	9	50.46.120.220	False	False
5650	9	2606:4e80:7:60:500::22	True	False
5650	8	172.99.33.4	True	False
5650	8	2001:1960:20:4087::1010	True	False
5650	8	184.16.37.213	True	False
5650	8	2001:1960:20:8014::1009	True	False
5650	8	184.16.37.226	True	False
5650	8	2001:1960:20:4087::1001	True	False
5650	7	172.99.33.5	True	False
5650	7	184.16.37.217	True	False
5650	7	2001:1960:20:8014::1012	True	False
5650	7	2001:1960:20:4087::1006	True	False
5650	7	47.154.202.125	False	False
5650	7	172.99.33.11	True	False
5650	7	2606:4e80:7:60:500::15	False	False
5650	7	2001:1960:20:4087::1004	True	False
5650	7	172.99.33.10	True	False
5650	7	172.99.33.8	True	False
5650	7	2001:1960:20:a060:0:ff:fe5f:2f75	True	False
5650	6	184.16.37.199	True	False
5650	6	172.99.33.6	True	False
5650	6	2001:1960:20:4087::1009	True	False
5650	6	184.16.37.212	True	False
5650	6	2001:1960:20:a060:504::13	True	False
5650	6	2001:1960:20:a060:504::15	True	False
5650	6	2001:1960:20:8014::1003	True	False
5650	6	184.16.37.214	True	False
5650	6	2001:1960:20:4087::1011	True	False
5650	6	2001:1960:20:4087::1007	True	False
5650	5	184.16.37.215	True	False
5650	5	184.16.37.216	True	False
5650	5	2606:4d80:7:60:500::13	True	False
5650	5	2001:1960:20:4087::1008	True	False
5650	4	2001:1960:20:a060:504::12	True	False
5650	4	2001:1960:20:4087::1003	True	False
5650	4	2001:1960:20:8014::1008	True	False
5650	4	2001:1960:20:4087::1005	True	False
5650	4	2606:4d80:7:60:500::19	True	False
5650	4	2606:4d80:7:60:500::11	True	False
5650	4	172.102.33.13	True	False
5650	3	2606:4d80:7:60:500::17	False	False
5650	3	2606:4c80:7:60:500::20	True	False
5650	3	184.16.37.229	True	False
5650	2	184.16.18.72	True	False
5650	2	47.205.142.250	False	False
5650	1	50.40.207.9	False	False
5650	1	47.154.87.102	True	False
5650	1	184.16.18.71	True	False
5650	1	184.17.153.86	False	False
5650	1	47.182.66.180	False	False
5650	1	184.17.178.254	False	False
5650	1	104.240.36.224	False	False
5650	1	2001:1960:20:6060:534::1c	True	False
5713	8	41.145.231.244	True	True
5713	1	41.147.143.162	False	True
5721	7	216.21.18.48	False	False
5738	20	216.114.143.155	True	False
5769	28	24.200.109.99	False	False
5769	28	24.200.241.104	True	False
5769	27	24.201.141.183	True	False
5769	27	70.80.0.49	True	False
5769	26	24.200.241.105	True	False
5769	24	70.80.0.50	True	False
5769	23	24.201.141.184	True	False
5769	22	144.172.158.8	False	False
5769	5	23.233.194.220	False	False
5769	5	70.81.85.244	False	False
5769	5	173.177.109.195	False	False
5769	4	96.20.71.24	False	False
5769	2	66.130.165.111	False	False
5769	2	173.178.167.127	False	False
5769	2	24.202.127.13	True	False
5769	2	74.59.72.96	True	False
5769	1	45.45.88.51	False	False
5769	1	24.202.148.12	False	False
5769	1	66.130.174.237	True	False
5769	1	184.162.110.254	False	False
5769	1	204.48.94.3	False	False
5769	1	104.221.41.81	False	False
5778	1	69.68.235.216	False	True
6057	8	200.40.220.200	True	False
6057	7	200.40.53.106	False	False
6057	7	200.40.220.195	True	False
6057	5	200.40.53.104	True	False
6057	5	200.40.53.99	False	False
6057	5	200.40.220.197	True	False
6057	5	200.40.220.196	True	False
6057	4	200.40.53.105	True	False
6057	4	200.40.53.102	True	False
6057	3	200.40.220.201	True	False
6057	2	200.40.220.194	True	False
6057	2	167.57.89.204	False	True
6057	1	167.59.9.194	False	True
6057	1	167.56.23.69	False	True
6057	1	167.57.95.49	False	True
6057	1	167.57.37.3	False	True
6057	1	167.56.186.115	False	True
6079	23	65.78.118.240	False	False
6079	22	207.237.34.80	False	False
6079	15	207.38.148.154	False	False
6079	11	207.237.216.212	False	False
6079	9	146.115.233.164	False	False
6079	7	207.237.14.118	True	False
6079	7	216.164.141.62	False	False
6079	7	2610:80:0:103::39	True	False
6079	6	207.172.195.37	True	False
6079	5	2610:80:0:10f::84	True	False
6079	4	2610:80:0:105::35	True	False
6079	4	2610:80:0:103::5	True	False
6079	4	2610:80:0:101::118	True	False
6079	3	2610:80:0:105::36	True	False
6079	3	207.172.195.36	True	False
6079	3	2610:80:0:101::116	True	False
6079	3	207.237.14.117	True	False
6079	2	209.6.101.83	True	False
6079	1	2610:80:0:101::73	True	False
6079	1	2610:80:0:101::74	True	False
6079	1	2610:80:0:101::119	True	False
6126	14	130.200.33.3	False	False
6126	12	138.42.113.4	False	False
6128	28	167.206.211.249	True	False
6128	28	167.206.211.250	True	False
6128	27	167.206.195.251	True	False
6128	27	167.206.195.246	True	False
6128	27	167.206.251.142	True	False
6128	27	167.206.254.14	True	False
6128	27	167.206.241.225	True	False
6128	27	167.206.254.13	True	False
6128	27	167.206.195.249	True	False
6128	27	167.206.251.194	True	False
6128	27	167.206.148.250	True	False
6128	27	167.206.195.250	True	False
6128	27	167.206.148.251	True	False
6128	27	167.206.211.246	True	False
6128	27	167.206.251.141	True	False
6128	27	167.206.211.247	True	False
6128	27	167.206.251.193	True	False
6128	27	167.206.245.142	True	False
6128	27	167.206.148.246	True	False
6128	27	167.206.245.141	True	False
6128	27	167.206.211.248	True	False
6128	27	167.206.148.249	True	False
6128	27	167.206.254.12	True	False
6128	26	167.206.211.245	True	False
6128	26	167.206.13.30	True	False
6128	26	167.206.148.247	True	False
6128	26	167.206.195.245	True	False
6128	26	167.206.148.248	True	False
6128	26	167.206.195.248	True	False
6128	26	167.206.195.247	True	False
6128	26	167.206.13.31	True	False
6128	25	167.206.148.245	True	False
6128	13	67.87.228.24	False	True
6128	12	167.206.4.141	True	False
6128	9	24.228.230.123	False	True
6128	9	75.99.240.166	False	False
6128	6	174.44.114.40	False	True
6128	5	67.87.35.230	False	True
6128	5	67.80.36.132	False	True
6128	4	24.45.70.29	False	True
6128	3	24.228.185.238	False	True
6128	2	24.44.120.213	True	True
6128	2	68.195.161.212	True	True
6128	1	47.23.151.50	False	False
6128	1	68.194.234.73	False	True
6128	1	69.113.127.158	False	True
6128	1	47.16.49.150	False	True
6147	7	190.237.9.144	False	False
6147	3	181.64.237.184	False	True
6147	3	200.60.156.21	False	False
6147	2	190.236.31.9	False	True
6147	1	190.239.68.101	False	True
6147	1	190.239.74.248	False	True
6147	1	190.236.5.160	False	True
6147	1	190.239.77.7	False	True
6147	1	190.238.105.23	False	True
6147	1	190.239.84.210	False	True
6167	6	174.216.38.179	False	True
6167	2	174.207.5.106	False	True
6167	2	174.213.4.162	False	True
6167	1	174.213.32.105	False	True
6167	1	174.217.21.122	False	True
6167	1	174.212.26.85	False	True
6167	1	174.212.20.119	False	True
6167	1	174.215.10.42	False	True
6167	1	174.192.5.38	False	True
6167	1	174.215.16.162	False	True
6167	1	174.192.2.115	False	True
6167	1	174.204.18.127	False	True
6167	1	174.212.11.1	False	True
6167	1	174.212.13.195	False	True
6167	1	174.202.10.41	False	True
6167	1	174.202.20.84	False	True
6167	1	174.203.4.165	False	True
6167	1	174.213.32.49	False	True
