ASN	Count seen in last 28 days	Address	Also saw both TAs	Spamhaus PBL status
#Generated at 20180807070225	#	#	#	#
3	6	18.72.0.3	False	False
3	1	170.245.240.3	False	False
12	18	128.122.253.46	True	False
12	15	128.122.253.24	True	False
31	17	131.215.139.100	True	False
31	14	131.215.254.100	True	False
42	25	74.63.24.243	True	False
42	23	2620:171:f8:f0::7	True	False
42	23	2620:171:f8:f0::3	True	False
42	23	2620:171:f8:f0::4	True	False
42	23	2620:171:f8:f0::9	True	False
42	22	66.185.113.244	True	False
42	22	2620:171:f8:f0::2	True	False
42	22	66.185.113.242	True	False
42	21	2620:171:e3:f0::4	True	False
42	21	66.185.113.243	True	False
42	21	74.63.24.248	True	False
42	21	74.63.24.242	True	False
42	21	2620:171:e3:f0::3	True	False
42	21	74.63.24.244	True	False
42	20	2620:171:f8:f0::6	True	False
42	19	74.63.24.249	True	False
42	19	74.63.24.247	True	False
42	19	2620:171:f8:f0::8	True	False
42	18	2620:171:e1:f0::3	True	False
42	18	2620:171:e1:f0::2	True	False
42	18	2620:171:e1:f0::4	True	False
42	14	74.63.30.244	True	False
42	12	2620:171:fa:f0::6	True	False
42	11	2620:171:fe:f0::4	True	False
42	11	66.185.112.244	True	False
42	10	74.63.21.242	True	False
42	10	2620:171:fa:f0::2	True	False
42	10	2620:171:fd:f0::2	True	False
42	10	74.63.20.244	True	False
42	10	2620:171:fa:f0::3	True	False
42	8	2620:171:ff:f0::4	True	False
42	8	2620:171:fd:f0::3	True	False
42	8	2620:171:fa:f0::4	True	False
42	6	74.63.16.247	True	False
42	6	2620:171:f9:f0::4	True	False
42	6	2620:171:f1:f0::6	True	False
42	6	2620:171:fe:f0::2	True	False
42	5	74.63.16.248	True	False
42	4	2620:171:f9:f0::7	True	False
42	4	74.63.17.246	True	False
42	4	2620:171:f4:f0::2	True	False
42	4	2620:171:f1:f0::7	True	False
42	3	2620:171:eb:f0::3	True	False
42	3	2620:171:f1:f0::2	True	False
42	2	2620:171:57::242	True	False
42	2	74.63.25.248	True	False
42	2	66.185.122.243	True	False
46	22	128.6.152.2	False	False
52	17	131.179.128.16	True	False
52	2	2607:f010:3fe:13:0:ff:fe00:b	False	False
109	9	72.163.220.24	True	False
127	1	128.149.31.66	False	False
137	12	130.192.3.24	True	False
137	5	147.162.175.4	False	False
137	3	2001:760:421e:26::30	False	False
156	11	129.10.110.251	False	False
160	1	128.135.247.150	True	False
160	1	128.135.249.150	False	False
174	27	38.125.162.34	False	False
174	19	87.239.254.184	True	False
174	16	66.90.96.18	True	False
174	16	38.117.85.2	False	False
174	11	149.13.91.8	True	False
174	7	2001:978:902:1000::3	True	False
174	7	2001:978:1:25::2a	False	False
174	6	2001:550:1:20::1a	True	False
174	6	81.2.165.244	False	False
174	6	185.157.163.8	False	False
174	6	2001:978:1:24::1a	False	False
174	5	149.13.91.6	True	False
174	5	2001:550:1:21::2a	True	False
174	4	2001:978:902:1000::1	True	False
174	3	38.75.30.2	True	False
174	2	90.159.229.131	False	False
174	2	104.218.63.39	False	False
174	2	38.123.68.22	False	False
174	2	104.218.63.46	False	False
174	1	104.218.63.58	False	False
209	27	206.81.192.2	True	False
209	26	205.171.253.211	True	False
209	26	205.171.175.196	True	False
209	25	205.171.177.196	True	False
209	24	206.80.192.2	True	False
209	24	205.171.177.194	True	False
209	24	63.225.162.78	False	False
209	23	205.171.253.218	True	False
209	21	206.81.192.3	True	False
209	21	198.36.160.3	True	False
209	21	206.80.192.1	True	False
209	20	63.228.175.169	False	False
209	19	205.171.253.245	True	False
209	18	205.171.253.212	True	False
209	18	205.171.29.207	True	False
209	17	206.80.192.3	True	False
209	17	206.80.192.4	True	False
209	16	206.81.192.1	True	False
209	16	75.163.48.164	False	True
209	15	205.171.177.193	True	False
209	15	198.36.160.7	True	False
209	13	205.171.233.241	True	False
209	13	205.171.169.89	True	False
209	12	205.171.19.239	True	False
209	12	206.81.192.4	True	False
209	12	204.26.64.4	True	False
209	12	205.171.175.194	True	False
209	12	207.108.32.3	True	False
209	12	75.166.229.187	False	False
209	12	205.171.169.93	True	False
209	11	205.171.29.214	True	False
209	10	205.171.172.89	True	False
209	10	204.26.64.1	True	False
209	10	205.171.29.213	True	False
209	9	207.108.240.2	True	False
209	8	65.127.216.46	True	False
209	8	63.158.87.138	False	False
209	7	205.171.95.227	True	False
209	7	205.171.172.93	True	False
209	6	205.171.29.251	True	False
209	6	67.232.2.22	False	True
209	6	205.171.30.239	True	False
209	5	65.127.216.41	True	False
209	4	207.109.192.3	False	False
209	4	184.157.33.177	False	True
209	4	205.171.30.251	True	False
209	2	184.103.141.195	False	False
209	1	70.59.10.245	True	True
209	1	207.119.47.227	False	True
209	1	198.59.53.9	False	False
209	1	75.167.219.139	False	True
209	1	63.145.191.26	False	False
209	1	184.102.103.157	True	False
209	1	184.102.192.71	False	False
209	1	144.163.160.153	False	False
209	1	71.213.244.186	False	True
209	1	205.171.21.214	True	False
209	1	205.171.233.247	True	False
209	1	75.169.41.177	False	False
209	1	63.156.47.18	True	False
209	1	184.4.184.200	False	False
224	2	129.240.2.3	True	False
224	1	129.240.2.40	True	False
239	3	128.100.102.137	False	False
250	27	193.227.235.8	True	False
250	23	2001:4ce8:cfff:5300:c132::	True	False
250	14	193.227.235.13	True	False
257	2	204.102.229.134	False	False
278	4	132.248.254.246	False	False
553	9	129.206.107.71	True	False
559	6	128.178.223.24	True	False
559	2	2001:620:618:1df:1:80b2:df1b:1	False	False
577	28	198.235.211.153	True	False
577	28	198.235.211.154	True	False
577	27	198.235.211.152	True	False
577	27	198.235.211.165	True	False
577	27	198.235.211.151	True	False
577	27	198.235.211.134	True	False
577	26	198.235.211.164	True	False
577	26	198.235.211.161	True	False
577	26	198.235.211.162	True	False
577	26	198.235.211.156	True	False
577	26	198.235.211.163	True	False
577	26	198.235.211.160	True	False
577	26	198.235.211.159	True	False
577	26	198.235.210.154	True	False
577	25	198.235.211.155	True	False
577	25	198.235.211.157	True	False
577	25	198.235.211.158	True	False
577	23	198.235.210.157	True	False
577	23	198.235.210.161	True	False
577	23	198.235.210.153	True	False
577	22	70.27.237.234	False	False
577	22	198.235.210.156	True	False
577	21	198.235.210.134	True	False
577	21	198.235.210.152	True	False
577	21	198.235.210.155	True	False
577	21	198.235.210.159	True	False
577	21	198.235.210.158	True	False
577	21	198.235.210.164	True	False
577	20	198.235.210.160	True	False
577	20	198.235.210.165	True	False
577	20	198.235.210.163	True	False
577	19	198.235.210.151	True	False
577	19	198.235.210.162	True	False
577	16	69.157.246.214	False	False
577	14	70.52.115.154	False	False
577	11	198.235.213.152	True	False
577	10	198.235.214.140	False	False
577	9	198.235.213.151	True	False
577	8	198.235.214.174	False	False
577	8	70.30.11.241	False	False
577	8	198.235.214.138	False	False
577	8	142.118.112.208	False	False
577	7	174.89.147.223	True	False
577	6	198.235.214.173	False	False
577	6	198.235.213.148	True	False
577	6	198.235.213.154	True	False
577	6	198.235.213.150	False	False
577	6	198.235.214.142	False	False
577	6	198.235.213.153	False	False
577	5	198.235.213.145	True	False
577	5	184.148.251.130	False	True
577	3	70.53.155.100	False	False
577	3	2001:4958:732::21	True	False
577	3	174.91.203.3	True	False
577	3	70.50.169.201	True	False
577	2	198.235.212.142	True	False
577	2	64.229.98.127	False	True
577	2	198.235.212.141	True	False
577	1	198.235.213.134	False	False
577	1	184.149.36.178	False	False
577	1	65.94.58.136	False	True
577	1	70.27.48.68	True	False
577	1	70.24.131.24	False	False
577	1	198.235.212.140	True	False
577	1	142.118.76.246	False	False
680	15	130.75.22.22	False	False
680	12	141.24.164.199	False	False
680	12	128.176.0.28	False	False
680	12	128.176.0.30	False	False
680	9	139.18.1.2	False	False
680	6	134.76.33.21	False	False
680	5	2001:638:807:40:20c:29ff:fe86:3e	False	False
680	2	194.95.9.198	False	False
680	1	141.76.183.54	False	False
680	1	134.102.137.37	False	False
680	1	141.30.107.72	False	False
680	1	2001:638:911:b01:134:109:133:38	True	False
701	28	100.8.5.225	False	True
701	28	71.251.5.238	False	True
701	25	100.0.30.12	False	True
701	24	71.127.156.63	False	False
701	22	173.79.54.243	False	True
701	21	108.49.114.65	False	True
701	20	108.16.12.128	False	True
701	19	108.52.25.173	True	True
701	16	74.109.186.194	False	True
701	14	71.117.22.136	False	True
701	13	71.246.205.76	True	False
701	12	100.11.224.206	False	True
701	11	74.96.66.143	True	True
701	11	108.49.225.12	True	True
701	9	68.134.45.126	True	True
701	9	74.97.33.225	True	True
701	9	96.246.189.12	False	True
701	9	96.244.136.50	False	False
701	5	71.121.163.222	False	True
701	5	108.54.126.52	False	True
701	4	71.191.56.140	False	True
701	4	71.190.1.49	False	True
701	4	71.126.161.94	False	True
701	4	72.79.27.227	False	True
701	3	173.68.198.202	True	False
701	2	96.242.10.40	False	True
701	2	71.244.173.27	True	True
701	2	100.14.224.243	False	True
701	2	108.51.149.170	False	True
701	2	74.108.145.205	False	True
701	2	100.34.3.124	False	True
701	1	100.35.206.39	False	True
701	1	108.52.121.63	False	True
701	1	98.118.31.192	False	True
701	1	108.46.29.175	False	True
702	11	194.7.161.139	True	False
715	26	66.185.115.242	True	False
715	25	66.185.115.243	True	False
715	17	74.63.24.246	True	False
715	16	74.63.30.242	True	False
715	14	74.63.30.243	True	False
715	13	74.63.26.246	True	False
715	13	74.63.26.242	True	False
715	11	74.63.29.244	True	False
715	10	74.63.25.247	True	False
715	9	74.63.31.244	True	False
715	9	74.63.29.242	True	False
715	8	74.63.29.243	True	False
715	7	74.63.31.242	True	False
715	7	74.63.16.243	True	False
715	6	74.63.17.248	True	False
715	6	74.63.17.244	True	False
715	6	74.80.89.242	True	False
715	4	74.80.89.244	True	False
715	4	74.63.20.242	True	False
715	4	2620:0:876:8500::177	True	False
715	3	74.63.17.243	True	False
715	2	74.80.89.243	True	False
715	1	2620:171:43::244	True	False
715	1	74.80.94.244	True	False
715	1	74.80.94.242	False	False
715	1	2620:171:43::242	True	False
719	23	91.152.245.112	False	False
719	14	88.114.200.54	False	False
719	10	88.113.177.57	False	False
719	9	91.158.69.47	False	False
719	8	91.152.249.52	False	False
719	4	83.245.240.14	False	False
760	8	131.130.44.61	True	False
786	7	194.82.154.12	False	False
786	4	2001:630:12:401::102	False	False
790	1	85.76.128.30	False	True
790	1	85.76.134.250	False	True
790	1	85.76.139.52	False	True
790	1	85.76.23.220	False	True
790	1	85.76.138.56	False	True
803	21	2607:f4a8:0:a01::22	True	False
803	20	2607:f4a8:0:a01::23	True	False
803	20	2607:f4a8:0:a01::20	True	False
803	20	2607:f4a8:0:a01::21	True	False
803	15	2607:f4a8:0:147f::53	True	False
803	14	2607:f4a8:0:147f::52	True	False
803	13	2607:f4a8:0:147f::55	True	False
803	6	216.174.151.55	False	True
803	5	216.174.151.52	False	True
803	5	216.174.151.54	False	True
812	23	99.241.160.178	False	True
812	13	67.231.208.170	True	False
812	13	67.231.208.168	True	False
812	12	2607:f798:160:200:0:672:3120:8170	True	False
812	11	2607:f798:160:200:0:672:3120:8166	False	False
812	10	2607:f798:160:200:0:672:3120:8165	False	False
812	10	209.148.131.37	True	True
812	10	2607:f798:160:200:0:672:3120:8168	True	False
812	9	173.35.75.191	False	False
812	9	209.148.131.45	True	True
812	9	209.148.131.9	True	True
812	9	209.148.131.41	True	True
812	9	209.148.131.44	False	True
812	7	2607:f798:160:100:0:2091:4813:1038	True	False
812	7	2607:f798:160:200:0:672:3120:8174	True	False
812	7	209.148.131.40	False	True
812	7	99.245.24.15	False	True
812	6	2607:f798:160:100:0:2091:4813:1044	True	False
812	6	209.148.131.12	True	True
812	5	2607:f798:160:100:0:2091:4813:1043	True	False
812	5	209.148.131.10	True	True
812	5	209.148.131.11	True	True
812	4	209.148.131.102	True	True
812	4	174.118.100.212	False	False
812	4	174.119.112.140	False	False
812	4	2607:f798:161::2091:4813:1011	True	False
812	4	209.148.131.104	True	True
812	3	2607:f798:161::2091:4813:1008	True	False
812	3	72.143.198.232	False	False
812	3	2607:f798:160:300:0:2091:4813:1109	False	False
812	2	72.143.194.17	False	False
812	2	99.238.242.143	True	True
812	2	2607:f798:161::2091:4813:1010	True	False
812	2	67.231.208.228	True	False
812	2	99.230.16.112	False	True
812	2	2607:fea8:8440:3f80:a4be:8c88:d2a0:2877	False	False
812	1	2607:fea8:2a60:64:1979:7ab1:c756:d91	False	False
812	1	2607:fea8:8440:3f80:709e:312e:2531:a398	False	False
812	1	2607:fea8:ddf:f408:29fa:8ec7:80d:d486	False	False
812	1	2605:8d80:627:7dcf:440a:bc1f:1b1b:1176	False	False
812	1	72.143.199.74	False	False
812	1	99.238.123.58	False	True
812	1	99.235.143.168	False	True
812	1	72.143.111.98	False	False
812	1	72.140.203.21	False	False
812	1	72.143.193.6	False	False
812	1	24.114.62.239	False	True
812	1	24.114.107.94	False	True
812	1	24.114.60.8	False	True
812	1	2605:8d80:626:2a05:78ae:bf5f:c844:f483	False	False
812	1	2607:f798:160:100:0:2091:4813:1037	False	False
812	1	72.139.200.68	False	False
812	1	99.234.242.154	False	True
812	1	24.114.61.153	False	True
812	1	99.226.32.101	False	True
812	1	72.139.96.182	True	False
852	22	209.91.64.153	True	False
852	20	209.91.64.145	True	False
852	17	209.91.64.146	True	False
852	17	154.5.240.26	True	False
852	17	2001:56a:2:b::145	True	False
852	16	2001:56a:2:c::153	True	False
852	15	209.91.64.154	True	False
852	13	204.191.99.60	True	False
852	12	204.191.99.58	True	False
852	12	207.148.153.11	False	False
852	11	2001:56a:2:c::154	True	False
852	11	204.191.99.51	True	False
852	10	50.93.11.41	False	False
852	9	108.172.120.181	False	False
852	9	204.191.99.49	False	False
852	7	104.157.119.164	False	False
852	6	2001:569:c002:b::225	False	False
852	6	204.191.99.59	True	False
852	5	204.191.99.52	False	False
852	5	75.157.110.184	False	False
852	4	206.162.170.252	False	False
852	3	75.154.227.90	False	False
852	2	209.52.88.100	False	True
852	2	206.162.170.249	False	False
852	2	207.228.78.35	False	True
852	1	209.52.88.252	False	True
852	1	209.171.88.163	False	True
852	1	2001:569:fc69:1a00:3ce7:9652:b5d6:1e26	False	False
852	1	207.228.78.226	False	True
855	10	156.57.2.105	False	True
855	7	142.166.151.17	True	False
855	5	142.166.151.9	True	False
855	4	156.34.42.93	False	True
855	1	156.57.28.130	False	True
855	1	207.179.161.196	False	False
1101	18	192.42.116.13	False	False
1101	16	2001:67c:6ec:203:218:33ff:fe44:5525	False	False
1101	16	192.42.116.26	False	False
1101	15	192.42.116.20	False	False
1101	15	192.42.116.28	False	False
1101	14	192.42.116.15	False	False
1101	13	192.42.116.27	False	False
1101	11	192.42.116.23	False	False
1101	11	2001:67c:6ec:203:218:33ff:fe44:5515	False	False
1101	10	192.42.116.19	False	False
1101	10	2001:67c:6ec:203:218:33ff:fe44:5524	False	False
1101	9	2001:67c:6ec:203:218:33ff:fe44:5522	False	False
1101	4	2001:67c:6ec:203:218:33ff:fe44:5514	False	False
1103	13	145.100.104.102	False	False
1103	10	2001:610:1:40ba:145:100:185:16	True	False
1103	3	131.211.14.196	True	False
1103	1	2002:6d5a:b53d:0:994b:cf24:b908:3b22	False	True
1103	1	131.211.14.212	False	False
1133	1	2001:67c:2564:a102::1003:2	False	False
1136	5	92.70.214.116	False	False
1136	5	86.82.165.217	False	False
1136	4	80.60.162.106	False	True
1136	3	89.200.40.64	False	True
1136	2	81.206.174.184	False	True
1136	1	2a02:a44f:92aa:1:e5de:ee4:be5c:8b7f	False	False
1136	1	84.85.241.147	False	True
1136	1	31.160.80.99	False	False
1136	1	2a02:a442:d969:1:c57:26cd:db7f:f033	False	False
1140	18	94.198.154.24	False	False
1140	18	2a00:d78:0:106:94:198:154:24	False	False
1221	17	101.160.146.131	False	True
1221	14	2001:8000:100::40:424	True	False
1221	14	110.147.196.3	False	True
1221	14	58.171.188.5	False	True
1221	5	203.58.188.118	False	False
1221	5	101.166.207.240	False	True
1221	3	58.173.239.113	False	True
1221	2	60.225.156.18	False	True
1221	2	1.136.104.144	False	True
1221	1	101.169.142.29	False	True
1221	1	1.152.111.244	False	True
1221	1	120.148.38.100	False	True
1221	1	1.132.107.156	False	True
1221	1	121.214.138.87	False	True
1221	1	1.152.111.123	False	True
1221	1	121.212.128.241	False	True
1221	1	101.188.187.58	True	False
1221	1	1.144.104.82	False	True
1221	1	1.144.110.195	False	True
1221	1	1.144.110.59	False	True
1221	1	2001:8003:6bbe:9400:81b7:a2d8:827b:3454	False	False
1221	1	1.129.111.81	False	False
1221	1	1.127.111.20	False	True
1221	1	1.124.108.51	False	True
1221	1	1.126.105.22	False	True
1221	1	1.129.106.236	False	True
1221	1	1.132.107.144	False	True
1221	1	124.184.38.56	False	True
1221	1	203.46.226.101	False	False
1221	1	1.143.170.36	False	True
1221	1	1.132.110.37	False	True
1221	1	1.128.109.47	False	True
1241	20	2a02:2148:81:8053::b53	False	False
1241	20	193.92.3.5	True	False
1241	18	194.219.107.86	True	True
1241	17	2a02:2148:82:8053::a53	True	False
1241	6	77.49.229.151	False	True
1241	2	77.49.157.130	False	True
1241	1	62.1.16.219	False	False
1241	1	46.12.63.140	False	True
1241	1	2a02:214c:8010:8600:b423:ac5:ff3d:c766	False	False
1241	1	2a02:2149:880f:8a00:d4f1:59bd:f965:b17f	False	False
1251	9	200.136.87.13	True	False
1257	21	90.130.78.217	True	False
1257	18	90.130.78.221	True	False
1257	17	2a00:801:103:19::2	True	False
1257	17	2a00:801:103:1a::2	True	False
1257	16	90.130.78.219	True	False
1257	7	192.71.228.17	False	False
1257	2	90.131.47.197	False	False
1257	1	90.142.118.192	False	False
1257	1	90.128.129.200	False	True
1257	1	90.131.47.186	False	False
1257	1	90.129.10.226	False	True
1257	1	90.129.135.115	False	False
1257	1	77.218.228.55	False	False
1257	1	90.142.72.243	False	False
1257	1	90.128.168.66	False	True
1257	1	90.128.195.144	False	True
1257	1	90.131.38.82	False	False
1257	1	90.129.5.39	False	True
1257	1	90.142.73.224	False	False
1257	1	90.142.78.67	False	False
1257	1	90.129.38.131	False	False
1267	27	193.70.152.6	True	False
1267	26	193.70.152.61	True	False
1267	25	212.52.97.5	True	False
1267	24	212.52.97.6	True	False
1267	24	193.70.152.7	True	False
1267	23	193.70.152.12	True	False
1267	22	193.70.152.8	True	False
1267	10	176.206.204.174	False	True
1267	2	151.40.239.227	False	True
1267	1	151.65.49.212	False	True
1273	7	90.252.170.218	False	False
1280	18	149.20.61.43	False	False
1280	17	2001:4f8:3:d::31	True	False
1280	5	149.20.48.31	True	False
1403	9	96.127.249.10	True	False
1403	6	2606:6d00:0:252::100	True	False
1651	1	206.255.162.16	False	True
1680	6	109.186.215.120	False	False
1680	1	176.12.250.38	False	False
1680	1	176.12.240.137	False	False
1680	1	176.12.251.206	False	False
1680	1	176.12.184.147	False	False
1680	1	176.12.220.157	False	True
1680	1	176.12.202.136	False	True
1680	1	176.12.227.41	False	False
1680	1	176.12.237.231	False	False
1680	1	176.13.28.190	False	True
1680	1	176.13.28.177	False	True
1680	1	176.13.29.59	False	True
1759	18	2001:2060:ffff:a01::53	True	False
1759	14	192.89.123.29	True	False
1759	13	2001:2060:ffff:a02::53	True	False
1759	12	193.210.18.18	True	False
1759	11	192.89.123.26	True	False
1759	6	192.89.123.230	True	False
1759	6	193.210.19.190	True	False
1759	4	84.250.89.108	False	True
1759	1	84.249.139.11	False	True
1759	1	188.238.72.134	False	False
1759	1	188.238.213.240	False	True
1836	15	146.228.101.20	True	False
1836	8	146.228.101.28	True	False
1853	2	2001:629:1001:48:20c:29ff:fe33:7dda	False	False
1901	2	194.118.166.12	False	True
1916	22	200.137.171.23	True	False
1916	19	200.129.205.205	True	False
1916	16	200.137.175.18	False	False
1916	9	200.137.6.226	False	False
1916	6	200.137.6.194	False	False
1916	5	200.17.32.18	True	False
1916	5	200.19.43.254	True	False
1916	5	200.133.8.53	False	False
1916	4	200.143.224.98	True	False
1916	2	200.137.65.108	True	True
1916	1	2001:12f0:c0f:440:3c43:60:b191:e244	False	False
1916	1	200.137.143.67	True	False
1916	1	2001:12f0:c0f:440:1857:8dde:c5eb:1f2c	False	False
1916	1	2001:12f0:c0f:440:c182:aff8:40e0:2087	False	False
1955	24	195.199.157.187	False	False
1955	7	193.224.129.226	False	False
1955	4	193.224.129.236	False	False
2107	2	193.2.1.102	True	False
2110	4	78.16.16.205	False	True
2110	4	193.95.142.54	False	False
2116	4	193.75.110.130	True	False
2119	24	195.54.111.70	True	False
2119	18	46.9.180.108	False	False
2119	8	88.90.30.165	False	True
2119	6	195.54.111.38	True	False
2119	6	195.54.106.106	True	False
2119	4	195.54.106.107	True	False
2119	1	77.16.217.223	False	True
2119	1	62.92.143.165	False	False
2119	1	88.88.49.253	False	False
2119	1	85.225.120.133	False	True
2119	1	85.167.44.90	False	True
2379	12	206.128.246.7	False	False
2485	18	192.134.5.11	False	False
2485	15	192.134.5.112	False	False
2497	12	203.180.146.218	True	False
2497	6	203.180.146.217	True	False
2497	2	2001:240:bb5c:8016::1:218	False	False
2510	5	175.184.27.70	False	False
2510	4	202.219.86.14	False	False
2510	2	202.248.255.83	False	False
2510	2	202.248.255.81	False	False
2510	2	202.248.255.82	False	False
2510	2	202.219.86.11	False	False
2510	2	202.219.86.12	False	False
2510	2	202.219.86.13	False	False
2510	2	202.248.255.84	False	False
2510	1	220.147.8.147	False	True
2514	12	203.141.137.116	False	False
2516	19	121.104.128.5	False	True
2516	4	118.154.124.205	False	False
2516	4	113.153.46.20	False	False
2516	2	240f:7c:7d04:1:d0a0:b2d7:d0b4:fefa	False	False
2516	2	240f:7c:7d04:1:b17e:7bf2:ae48:69d9	False	False
2516	1	106.133.53.212	False	False
2516	1	106.129.217.83	False	True
2516	1	240f:7c:7d04:1:b8ab:54b:64df:685c	False	False
2516	1	240f:7c:7d04:1:19df:443f:c7c4:adc0	False	False
2516	1	240f:4f:13ec:1:c426:88c9:c056:2581	False	False
2516	1	106.133.41.24	False	False
2516	1	240f:7c:7d04:1:507e:7033:6cc0:26ff	False	False
2516	1	106.132.218.74	False	False
2516	1	106.133.53.49	False	False
2516	1	106.133.41.71	False	False
2516	1	106.132.129.241	False	False
2516	1	240f:3c:ea2a:1:f1a2:a6f8:4077:9b69	False	False
2516	1	240f:7c:7d04:1:7882:8ed5:7c7a:2834	False	False
2516	1	210.224.38.110	False	False
2516	1	118.159.44.121	True	False
2516	1	106.133.44.184	False	False
2516	1	106.133.57.14	False	False
2516	1	106.132.206.1	False	False
2516	1	240f:7c:7d04:1:70cb:7bf7:d0b3:7863	False	False
2516	1	240f:7c:7d04:1:31d1:5534:f7ce:647c	False	False
2516	1	106.133.51.61	False	False
2516	1	106.132.208.59	False	False
2516	1	106.130.133.112	False	True
2516	1	106.133.43.171	False	False
2516	1	106.130.57.226	False	True
2516	1	240f:7c:7d04:1:4c83:6553:3adb:31e1	False	False
2516	1	106.133.56.134	False	False
2516	1	111.239.243.99	False	False
2516	1	240f:7c:7d04:1:ddb8:ba16:d663:acb5	False	False
2516	1	240f:7c:7d04:1:39a5:719e:18b3:3040	False	False
2518	11	2001:260:402:31::e	False	False
2518	11	2001:260:401:33c::b	False	False
2518	10	133.208.10.141	False	False
2518	10	2001:260:402:5d::7	False	False
2518	10	133.208.10.138	False	False
2518	10	202.225.11.200	False	False
2518	10	2001:260:402:5d::4	False	False
2518	10	2001:260:402:31::a	False	False
2518	10	2001:260:402:2b::7	False	False
2518	10	202.225.11.203	False	False
2518	10	2001:260:402:2b::12	False	False
2518	9	202.225.11.12	False	False
2518	9	202.225.11.205	True	False
2518	9	202.225.11.202	True	False
2518	9	133.208.112.71	False	False
2518	9	202.225.11.207	False	False
2518	9	202.225.11.7	False	False
2518	9	202.225.11.10	False	False
2518	9	2001:260:402:2b::5	False	False
2518	9	2001:260:401:33c::10	False	False
2518	8	202.225.11.2	False	False
2518	8	133.208.112.68	False	False
2518	8	2001:260:402:2b::4	False	False
2518	8	202.225.11.197	False	False
2518	8	2001:260:401:33c::3	False	False
2518	8	202.225.11.5	False	False
2518	8	202.225.11.198	False	False
2518	8	2001:260:402:2b::f	False	False
2518	8	133.208.10.145	False	False
2518	8	133.208.10.143	False	False
2518	8	133.208.10.131	False	False
2518	8	202.225.11.210	False	False
2518	8	2001:260:402:31::b	False	False
2518	8	202.225.11.199	False	False
2518	8	133.208.112.67	False	False
2518	8	202.225.11.4	False	False
2518	7	202.225.11.15	False	False
2518	7	202.225.11.209	True	False
2518	7	202.225.11.212	False	False
2518	7	133.208.10.136	False	False
2518	7	202.225.11.8	False	False
2518	7	133.208.10.144	False	False
2518	7	133.208.10.130	False	False
2518	7	2001:260:402:5d::3	False	False
2518	7	133.208.10.148	False	False
2518	7	202.225.11.11	False	False
2518	7	2001:260:402:5d::1	False	False
2518	7	2001:260:402:5d::6	False	False
2518	7	202.225.11.208	False	False
2518	7	202.225.11.13	False	False
2518	7	202.225.11.195	False	False
2518	7	2001:260:402:5d::5	False	False
2518	7	2001:260:402:31::4	False	False
2518	7	202.225.11.204	False	False
2518	7	2001:260:402:2b::9	False	False
2518	7	2001:260:402:5d::2	False	False
2518	7	2001:260:402:2b::a	False	False
2518	7	2001:260:402:2b::11	False	False
2518	6	2001:260:402:31::5	False	False
2518	6	133.208.112.70	False	False
2518	6	2001:260:402:2b::e	False	False
2518	6	2001:260:402:31::11	False	False
2518	6	2001:260:402:2b::d	True	False
2518	6	202.225.11.206	False	False
2518	6	2001:260:402:31::f	False	False
2518	6	133.208.112.65	False	False
2518	6	202.225.11.14	False	False
2518	6	133.208.10.129	False	False
2518	6	2001:260:402:2b::c	False	False
2518	6	2001:260:402:31::3	False	False
2518	6	133.208.112.66	False	False
2518	6	202.225.11.16	True	False
2518	6	202.225.11.17	False	False
2518	6	202.225.11.3	False	False
2518	6	2001:260:402:31::6	False	False
2518	5	202.225.11.201	False	False
2518	5	202.225.11.9	False	False
2518	5	2001:260:402:31::14	False	False
2518	5	2001:260:401:33c::5	False	False
2518	5	2001:260:402:2b::b	True	False
2518	5	2001:260:402:2b::10	False	False
2518	5	2001:260:402:31::13	False	False
2518	5	2001:260:402:31::d	False	False
2518	5	2001:260:401:33c::1	False	False
2518	5	2001:260:402:31::9	False	False
2518	4	133.208.112.69	False	False
2518	4	2001:260:402:31::12	False	False
2518	4	2001:260:402:31::10	False	False
2518	4	2001:260:401:33c::14	False	False
2518	1	49.129.22.204	False	False
2519	18	163.139.230.177	True	False
2519	7	163.139.230.176	True	False
2519	5	163.139.21.210	True	False
2519	3	210.131.159.81	True	False
2519	2	203.79.57.193	False	False
2519	1	115.179.131.198	False	False
2527	20	118.238.201.39	True	False
2527	20	118.238.201.36	False	False
2527	18	118.238.201.44	True	False
2527	18	118.238.201.37	True	False
2527	17	118.238.201.60	False	False
2527	16	118.238.201.55	False	False
2527	15	118.238.201.52	False	False
2527	15	118.238.201.53	True	False
2527	14	240d:10:4:5::36	True	False
2527	13	202.238.95.15	True	False
2527	13	121.2.69.60	True	False
2527	12	202.238.95.5	False	False
2527	12	202.238.95.6	True	False
2527	12	240d:10:4:5::39	True	False
2527	11	202.238.95.4	True	False
2527	11	240d:10:4:5::44	False	False
2527	11	202.238.95.3	True	False
2527	10	202.238.95.17	True	False
2527	8	118.241.157.187	False	False
2527	7	240d:10:4:5::37	True	False
2527	5	240d:10:4:6::52	False	False
2527	2	118.236.43.80	False	False
2527	2	143.189.105.115	False	False
2527	1	240d:1a:d1:af00:45ba:2209:d3d7:e063	False	False
2527	1	182.171.152.67	False	True
2527	1	118.238.221.131	False	False
2586	10	2001:1530:60:10::18	True	False
2586	10	194.204.0.209	True	False
2586	9	194.204.0.19	True	False
2586	2	2001:1530:b0:600::208	True	False
2588	1	159.148.75.16	False	False
2607	25	158.195.4.3	False	False
